id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,fdr
Q86UU1,J10_PNEUMOBACT,Bacterial pneumoniae,PHLDB1,Inverse variance weighted (multiplicative random effects),4,0.112006992731341,0.093556824046482,0.231225431958453,0.800859048079288
Q86UW2,J10_PNEUMOBACT,Bacterial pneumoniae,SLC51B,Inverse variance weighted (multiplicative random effects),21,-0.0460411363682801,0.0191423160537252,0.0161635297261207,0.303134671897502
Q86VB7,J10_PNEUMOBACT,Bacterial pneumoniae,CD163,Inverse variance weighted (multiplicative random effects),45,0.061733273591816,0.0207696377849425,0.00295592585164674,0.110872269655835
Q86VP1,J10_PNEUMOBACT,Bacterial pneumoniae,TAX1BP1,Inverse variance weighted (multiplicative random effects),3,0.106196916837274,0.0685473970684479,0.12132211817888,0.674587556607694
Q86VP3,J10_PNEUMOBACT,Bacterial pneumoniae,PACS2,Inverse variance weighted (multiplicative random effects),4,0.0405585604689439,0.0570736887753386,0.477310452242119,0.92494573626253
Q86VR7,J10_PNEUMOBACT,Bacterial pneumoniae,VSIG10L,Inverse variance weighted (multiplicative random effects),5,-0.0188172255854461,0.0420778997365005,0.654730853165369,0.971980185739813
Q86VW0,J10_PNEUMOBACT,Bacterial pneumoniae,SESTD1,Inverse variance weighted (multiplicative random effects),4,0.0468188202543752,0.0828080216864655,0.571808583340398,0.95635796126723
Q86VZ4,J10_PNEUMOBACT,Bacterial pneumoniae,LRP11,Inverse variance weighted (multiplicative random effects),35,0.00287683531228745,0.0149915741868676,0.84782303370131,0.989052384597259
Q86WD7,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA9,Inverse variance weighted (multiplicative random effects),22,-0.00558232297867944,0.0181280669060962,0.758129412966414,0.98343516465104
Q86WV1,J10_PNEUMOBACT,Bacterial pneumoniae,SKAP1,Inverse variance weighted (multiplicative random effects),11,-0.0815059316592058,0.0850094068054685,0.337665955601324,0.878092362313093
Q86X76,J10_PNEUMOBACT,Bacterial pneumoniae,NIT1,Inverse variance weighted (multiplicative random effects),7,0.0183722375097924,0.0809262429845921,0.820404713756278,0.987360662705468
Q86YD3,J10_PNEUMOBACT,Bacterial pneumoniae,TMEM25,Inverse variance weighted (multiplicative random effects),12,-0.0171850866524562,0.0240441375455428,0.474775376664603,0.924117897377147
Q86YW5,J10_PNEUMOBACT,Bacterial pneumoniae,TREML1,Inverse variance weighted (multiplicative random effects),17,-0.0825784706954113,0.0428709883824783,0.0540783202491515,0.513091337279396
Q86Z14,J10_PNEUMOBACT,Bacterial pneumoniae,KLB,Inverse variance weighted (multiplicative random effects),58,-0.0109892174705199,0.0169924385268023,0.517818219352093,0.936801441783925
Q8IU54,J10_PNEUMOBACT,Bacterial pneumoniae,IFNL1,Inverse variance weighted (multiplicative random effects),12,-0.0113074396589008,0.0609263462248031,0.852764763557094,0.990818829610349
Q8IU57,J10_PNEUMOBACT,Bacterial pneumoniae,IFNLR1,Inverse variance weighted (multiplicative random effects),9,-0.00349822918155843,0.0259326685801754,0.892693616775942,0.991408010221534
Q8IUK5,J10_PNEUMOBACT,Bacterial pneumoniae,PLXDC1,Inverse variance weighted (multiplicative random effects),21,0.0195314197939082,0.0176012488878149,0.267145125987941,0.83061838027226
Q8IUN9,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC10A,Inverse variance weighted (multiplicative random effects),35,-0.0142181564862469,0.0164639685948972,0.387811896209625,0.914605207599282
Q8IUZ5,J10_PNEUMOBACT,Bacterial pneumoniae,PHYKPL,Inverse variance weighted (multiplicative random effects),11,-0.0131464151258637,0.0286225193922054,0.646016440678046,0.969689550885808
Q8IV16,J10_PNEUMOBACT,Bacterial pneumoniae,GPIHBP1,Inverse variance weighted (multiplicative random effects),15,0.0274495706633216,0.02835675784014,0.333040335239195,0.876884611162836
Q8IV38,J10_PNEUMOBACT,Bacterial pneumoniae,ANKMY2,Inverse variance weighted (multiplicative random effects),4,0.00864553992278504,0.0907947944564101,0.924139563125433,0.991408010221534
Q8IV48,J10_PNEUMOBACT,Bacterial pneumoniae,ERI1,Inverse variance weighted (multiplicative random effects),4,0.0358739589138802,0.118307445773553,0.761717215053754,0.986354708551175
Q8IVF2,J10_PNEUMOBACT,Bacterial pneumoniae,AHNAK2,Inverse variance weighted (multiplicative random effects),5,-0.0854818361665233,0.0483752304189189,0.0772185214393471,0.577416757771013
Q8IVG5,J10_PNEUMOBACT,Bacterial pneumoniae,SAMD9L,Inverse variance weighted (multiplicative random effects),12,-0.0292863082486607,0.0338362591988413,0.386747781834336,0.914605207599282
Q8IVM0,J10_PNEUMOBACT,Bacterial pneumoniae,CCDC50,Inverse variance weighted (multiplicative random effects),10,-0.00201567365468778,0.028684649990675,0.943978668434355,0.993903793863151
Q8IW75,J10_PNEUMOBACT,Bacterial pneumoniae,SERPINA12,Inverse variance weighted (multiplicative random effects),41,-0.0312730683420166,0.0167465295897718,0.0618407588408108,0.547414397258857
Q8IWL1,J10_PNEUMOBACT,Bacterial pneumoniae,SFTPA2,Inverse variance weighted (multiplicative random effects),23,-0.00330184653857463,0.0214128872121695,0.877452803274251,0.991408010221534
Q8IWL2,J10_PNEUMOBACT,Bacterial pneumoniae,SFTPA1,Inverse variance weighted (multiplicative random effects),5,0.0132482024489561,0.0334699456222354,0.692234987353426,0.97754846764246
Q8IWQ3,J10_PNEUMOBACT,Bacterial pneumoniae,BRSK2,Inverse variance weighted (multiplicative random effects),20,0.0435006531671696,0.0228093094070708,0.0565018543564729,0.523174074020396
Q8IWT1,J10_PNEUMOBACT,Bacterial pneumoniae,SCN4B,Inverse variance weighted (multiplicative random effects),25,0.00589355445854805,0.0222376806817904,0.79098974795643,0.987360662705468
Q8IWV2,J10_PNEUMOBACT,Bacterial pneumoniae,CNTN4,Inverse variance weighted (multiplicative random effects),36,0.000732585039732076,0.0186770474047828,0.968711947149812,0.996572679230728
Q8IX05,J10_PNEUMOBACT,Bacterial pneumoniae,CD302,Inverse variance weighted (multiplicative random effects),23,-0.064848189505263,0.0268927695334965,0.0158930861889492,0.300610254155082
Q8IX19,J10_PNEUMOBACT,Bacterial pneumoniae,MCEMP1,Inverse variance weighted (multiplicative random effects),36,-0.0175795606928409,0.0209486146345882,0.401370926405031,0.914605207599282
Q8IXJ6,J10_PNEUMOBACT,Bacterial pneumoniae,SIRT2,Inverse variance weighted (multiplicative random effects),9,-0.00194842755649995,0.0497705431539445,0.96877222628606,0.996572679230728
Q8IXQ3,J10_PNEUMOBACT,Bacterial pneumoniae,C9orf40,Inverse variance weighted (multiplicative random effects),4,-0.0143944620460632,0.160141279480789,0.928377791615602,0.991408010221534
Q8IY22,J10_PNEUMOBACT,Bacterial pneumoniae,CMIP,Inverse variance weighted (multiplicative random effects),5,0.151358667522477,0.0980547072368115,0.122681751084214,0.676730961762256
Q8IY33,J10_PNEUMOBACT,Bacterial pneumoniae,MICALL2,Inverse variance weighted (multiplicative random effects),3,-0.0249641920522353,0.0410897937362059,0.543484552553927,0.946278134441443
Q8IYS5,J10_PNEUMOBACT,Bacterial pneumoniae,OSCAR,Inverse variance weighted (multiplicative random effects),39,-0.00837941977925947,0.0158046601377339,0.595982527602725,0.957005067361193
Q8IZF2,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRF5,Inverse variance weighted (multiplicative random effects),27,-0.0281505191612498,0.0327450960711885,0.389961842613044,0.914605207599282
Q8IZP9,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRG2,Inverse variance weighted (multiplicative random effects),15,-0.0206085951178712,0.047605259260501,0.665083171520543,0.97303717632421
Q8N0X7,J10_PNEUMOBACT,Bacterial pneumoniae,SPART,Inverse variance weighted (multiplicative random effects),5,0.0951349853922304,0.0710623665228302,0.180650963037464,0.768456406670269
Q8N0Z9,J10_PNEUMOBACT,Bacterial pneumoniae,VSIG10,Inverse variance weighted (multiplicative random effects),19,-0.0318309316153415,0.0258229491040142,0.217702422022181,0.79632307427287
Q8N114,J10_PNEUMOBACT,Bacterial pneumoniae,SHISA5,Inverse variance weighted (multiplicative random effects),11,0.131660349545372,0.0656719372707498,0.0449823974061879,0.458737536681538
Q8N129,J10_PNEUMOBACT,Bacterial pneumoniae,CNPY4,Inverse variance weighted (multiplicative random effects),14,-0.0252291971450527,0.0430402847394107,0.557757010782311,0.950270413469016
Q8N149,J10_PNEUMOBACT,Bacterial pneumoniae,LILRA2,Inverse variance weighted (multiplicative random effects),37,0.00900360772727496,0.0174851736001818,0.606603243724257,0.957853393638384
Q8N1Q1,J10_PNEUMOBACT,Bacterial pneumoniae,CA13,Inverse variance weighted (multiplicative random effects),14,0.00250757146891078,0.0229611175165239,0.91303634946054,0.991408010221534
Q8N386,J10_PNEUMOBACT,Bacterial pneumoniae,LRRC25,Inverse variance weighted (multiplicative random effects),49,0.0200086414059336,0.0177249477020586,0.25896506298049,0.819870793098461
Q8N423,J10_PNEUMOBACT,Bacterial pneumoniae,LILRB2,Inverse variance weighted (multiplicative random effects),41,0.00111520635233522,0.0147966166992479,0.939921115475937,0.993903793863151
Q8N436,J10_PNEUMOBACT,Bacterial pneumoniae,CPXM2,Inverse variance weighted (multiplicative random effects),13,-0.0242442248602025,0.0274434625165643,0.377007003423921,0.910312384700098
Q8N474,J10_PNEUMOBACT,Bacterial pneumoniae,SFRP1,Inverse variance weighted (multiplicative random effects),20,-0.0209376006452597,0.03358514179434,0.533009506296541,0.93892906983603
Q8N4C8,J10_PNEUMOBACT,Bacterial pneumoniae,MINK1,Inverse variance weighted (multiplicative random effects),9,0.0906275694984169,0.0765294261298536,0.23632654307962,0.800859048079288
Q8N4F0,J10_PNEUMOBACT,Bacterial pneumoniae,BPIFB2,Inverse variance weighted (multiplicative random effects),35,0.0198127978211925,0.0292491015353871,0.498163986185197,0.936479549622861
Q8N556,J10_PNEUMOBACT,Bacterial pneumoniae,AFAP1,Inverse variance weighted (multiplicative random effects),28,-0.0165695118104124,0.0116858637985611,0.156216825776768,0.741862307819715
Q8N5J2,J10_PNEUMOBACT,Bacterial pneumoniae,MINDY1,Inverse variance weighted (multiplicative random effects),5,0.0126723487822846,0.0591241178270188,0.830286076861311,0.987360662705468
Q8N5S9,J10_PNEUMOBACT,Bacterial pneumoniae,CAMKK1,Inverse variance weighted (multiplicative random effects),5,-0.0213668663576382,0.0239927663631625,0.373168211274247,0.910312384700098
Q8N608,J10_PNEUMOBACT,Bacterial pneumoniae,DPP10,Inverse variance weighted (multiplicative random effects),18,-0.0449037741797129,0.0320795110042873,0.161583725682553,0.749653637181318
Q8N668,J10_PNEUMOBACT,Bacterial pneumoniae,COMMD1,Inverse variance weighted (multiplicative random effects),7,-0.0147905457403075,0.0265946938093391,0.578110712757381,0.95635796126723
Q8N6C8,J10_PNEUMOBACT,Bacterial pneumoniae,LILRA3,Inverse variance weighted (multiplicative random effects),28,-0.00683923975353274,0.0134691037264269,0.611612934979431,0.959714546483167
Q8N6M0,J10_PNEUMOBACT,Bacterial pneumoniae,OTUD6B,Inverse variance weighted (multiplicative random effects),7,0.00387937378980649,0.0797246969467829,0.961190552987602,0.996572679230728
Q8N6P7,J10_PNEUMOBACT,Bacterial pneumoniae,IL22RA1,Inverse variance weighted (multiplicative random effects),11,-0.0590134904780318,0.0420146106466597,0.160141896993636,0.74766670474033
Q8N6Q3,J10_PNEUMOBACT,Bacterial pneumoniae,CD177,Inverse variance weighted (multiplicative random effects),39,-0.00206483093560669,0.0103454817402655,0.841803045969718,0.987360662705468
Q8N8E3,J10_PNEUMOBACT,Bacterial pneumoniae,CEP112,Inverse variance weighted (multiplicative random effects),3,-0.0527868182844876,0.0989099208592149,0.593558948908182,0.957005067361193
Q8N8R5,J10_PNEUMOBACT,Bacterial pneumoniae,C2orf69,Inverse variance weighted (multiplicative random effects),3,0.104841973818028,0.160345504970834,0.513208186926127,0.936801441783925
Q8N8S7,J10_PNEUMOBACT,Bacterial pneumoniae,ENAH,Inverse variance weighted (multiplicative random effects),3,-0.0288367916953427,0.0701647265371006,0.681082054282061,0.97303717632421
Q8N8U9,J10_PNEUMOBACT,Bacterial pneumoniae,BMPER,Inverse variance weighted (multiplicative random effects),18,-0.00434276414950712,0.0253577981146153,0.864019714224325,0.990831401770835
Q8N967,J10_PNEUMOBACT,Bacterial pneumoniae,LRTM2,Inverse variance weighted (multiplicative random effects),7,0.0767002648977142,0.0519272065047224,0.139656120737585,0.725490599042903
Q8N9I9,J10_PNEUMOBACT,Bacterial pneumoniae,DTX3,Inverse variance weighted (multiplicative random effects),11,-0.0232910220878125,0.0499873999658797,0.641259981483422,0.967354014330479
Q8NBI3,J10_PNEUMOBACT,Bacterial pneumoniae,DRAXIN,Inverse variance weighted (multiplicative random effects),40,0.0062649934818787,0.0183343796352618,0.732571090848863,0.979810469735302
Q8NBJ7,J10_PNEUMOBACT,Bacterial pneumoniae,SUMF2,Inverse variance weighted (multiplicative random effects),40,0.0306312398344099,0.0262081757154848,0.242497689647841,0.808203896371493
Q8NBP7,J10_PNEUMOBACT,Bacterial pneumoniae,PCSK9,Inverse variance weighted (multiplicative random effects),21,-0.0232985343395187,0.0238817340479982,0.329272800739944,0.872490268610545
Q8NBS9,J10_PNEUMOBACT,Bacterial pneumoniae,TXNDC5,Inverse variance weighted (multiplicative random effects),10,0.0148227951682105,0.0559980705064379,0.791239120460416,0.987360662705468
Q8NBZ7,J10_PNEUMOBACT,Bacterial pneumoniae,UXS1,Inverse variance weighted (multiplicative random effects),11,-0.0383122975793116,0.0391217177833553,0.327426728170348,0.871955895837522
Q8NC01,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC1A,Inverse variance weighted (multiplicative random effects),27,-0.0536224765795271,0.0163199337477371,0.00101727739039048,0.062534301803726
Q8NC42,J10_PNEUMOBACT,Bacterial pneumoniae,RNF149,Inverse variance weighted (multiplicative random effects),15,-0.0270413054373549,0.05180497834068,0.601682336009888,0.957005067361193
Q8NCC3,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G15,Inverse variance weighted (multiplicative random effects),37,0.00984726496154442,0.023680215120126,0.677524481430161,0.97303717632421
Q8ND71,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP8,Inverse variance weighted (multiplicative random effects),4,0.00338312682724986,0.0337695751461539,0.920199289449911,0.991408010221534
Q8ND90,J10_PNEUMOBACT,Bacterial pneumoniae,PNMA1,Inverse variance weighted (multiplicative random effects),11,-0.0259576895521525,0.0462125378184435,0.57431885566915,0.95635796126723
Q8NDA2,J10_PNEUMOBACT,Bacterial pneumoniae,HMCN2,Inverse variance weighted (multiplicative random effects),41,0.00956259202515983,0.0143612289745445,0.50549951702377,0.936479549622861
Q8NDB2,J10_PNEUMOBACT,Bacterial pneumoniae,BANK1,Inverse variance weighted (multiplicative random effects),7,0.0136997054487995,0.0753789140389112,0.855783216497602,0.990818829610349
Q8NDI1,J10_PNEUMOBACT,Bacterial pneumoniae,EHBP1,Inverse variance weighted (multiplicative random effects),6,0.0583776492288166,0.0562237441492555,0.29912597441947,0.851708221126899
Q8NEB7,J10_PNEUMOBACT,Bacterial pneumoniae,ACRBP,Inverse variance weighted (multiplicative random effects),13,0.0296278339343577,0.0542248918719457,0.584799209974178,0.956766472595704
Q8NEU8,J10_PNEUMOBACT,Bacterial pneumoniae,APPL2,Inverse variance weighted (multiplicative random effects),9,0.0343827855856802,0.0556715487952255,0.536838605797272,0.941941539932927
Q8NEZ2,J10_PNEUMOBACT,Bacterial pneumoniae,VPS37A,Inverse variance weighted (multiplicative random effects),3,0.108657657815364,0.147489144672571,0.461294888731409,0.923618363691569
Q8NFL0,J10_PNEUMOBACT,Bacterial pneumoniae,B3GNT7,Inverse variance weighted (multiplicative random effects),42,-0.013410824998564,0.0219446769044645,0.541120319744793,0.945891996520717
Q8NFP4,J10_PNEUMOBACT,Bacterial pneumoniae,MDGA1,Inverse variance weighted (multiplicative random effects),49,-0.00363237845716232,0.0114175772942848,0.750379379644203,0.981435914392802
Q8NFT8,J10_PNEUMOBACT,Bacterial pneumoniae,DNER,Inverse variance weighted (multiplicative random effects),27,-0.0154014135833433,0.0309992045149934,0.619307144926112,0.961253269478951
Q8NG06,J10_PNEUMOBACT,Bacterial pneumoniae,TRIM58,Inverse variance weighted (multiplicative random effects),10,0.0569915012032253,0.046472964090618,0.220071997772819,0.797184514802987
Q8NHJ6,J10_PNEUMOBACT,Bacterial pneumoniae,LILRB4,Inverse variance weighted (multiplicative random effects),40,0.0127420076652696,0.020026842987509,0.524615804954918,0.937020989143648
Q8NHL6,J10_PNEUMOBACT,Bacterial pneumoniae,LILRB1,Inverse variance weighted (multiplicative random effects),57,0.0106720036425271,0.0164423082811199,0.516301205620838,0.936801441783925
Q8NHP1,J10_PNEUMOBACT,Bacterial pneumoniae,AKR7L,Inverse variance weighted (multiplicative random effects),8,-0.057511751168606,0.0533033182669874,0.280608880825429,0.83773367428949
Q8NHS0,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB8,Inverse variance weighted (multiplicative random effects),3,-0.0629620485744573,0.136915471924749,0.645616190541155,0.969689550885808
Q8NHV1,J10_PNEUMOBACT,Bacterial pneumoniae,GIMAP7,Inverse variance weighted (multiplicative random effects),13,-0.0519069029671058,0.0244193945288936,0.033533037564889,0.414122771207857
Q8NHZ8,J10_PNEUMOBACT,Bacterial pneumoniae,CDC26,Inverse variance weighted (multiplicative random effects),6,0.028794180586819,0.124173844210382,0.816626530123792,0.987360662705468
Q8NI17,J10_PNEUMOBACT,Bacterial pneumoniae,IL31RA,Inverse variance weighted (multiplicative random effects),30,0.012331247526129,0.015628209318097,0.430089927858738,0.914605207599282
Q8NI22,J10_PNEUMOBACT,Bacterial pneumoniae,MCFD2,Inverse variance weighted (multiplicative random effects),10,-0.0477981927715843,0.0543076646187278,0.378785019930453,0.910312384700098
Q8TAD2,J10_PNEUMOBACT,Bacterial pneumoniae,IL17D,Inverse variance weighted (multiplicative random effects),23,-0.0534359004054472,0.0398774657439829,0.180244559753139,0.768456406670269
Q8TAE8,J10_PNEUMOBACT,Bacterial pneumoniae,GADD45GIP1,Inverse variance weighted (multiplicative random effects),9,0.0989479467483963,0.060594975168994,0.102481658019852,0.640739836162144
Q8TAT2,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP3,Inverse variance weighted (multiplicative random effects),30,-0.023550789654267,0.021846593339768,0.281030446214519,0.83773367428949
Q8TBM8,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJB14,Inverse variance weighted (multiplicative random effects),8,0.125131979425876,0.0604578770318118,0.0384768645757608,0.436663083621326
Q8TCD5,J10_PNEUMOBACT,Bacterial pneumoniae,NT5C,Inverse variance weighted (multiplicative random effects),16,0.02549162496728,0.0292670475009733,0.383753656947553,0.914605207599282
Q8TCS8,J10_PNEUMOBACT,Bacterial pneumoniae,PNPT1,Inverse variance weighted (multiplicative random effects),3,0.199917392020908,0.0320683167924514,4.54355772059173e-10,2.0109786471339e-07
Q8TCT1,J10_PNEUMOBACT,Bacterial pneumoniae,PHOSPHO1,Inverse variance weighted (multiplicative random effects),3,0.0261285619215038,0.132820293745775,0.844045752343758,0.987360662705468
Q8TCZ2,J10_PNEUMOBACT,Bacterial pneumoniae,CD99L2,Inverse variance weighted (multiplicative random effects),13,0.042346142240263,0.068563427204164,0.536825873804936,0.941941539932927
Q8TD06,J10_PNEUMOBACT,Bacterial pneumoniae,AGR3,Inverse variance weighted (multiplicative random effects),8,-0.178325805911423,0.0843132068534437,0.0344265373684145,0.414122771207857
Q8TD46,J10_PNEUMOBACT,Bacterial pneumoniae,CD200R1,Inverse variance weighted (multiplicative random effects),55,-0.0136275079786565,0.0138184831618044,0.324044924780416,0.871955895837522
Q8TDL5,J10_PNEUMOBACT,Bacterial pneumoniae,BPIFB1,Inverse variance weighted (multiplicative random effects),53,0.030989985092186,0.0182268767235397,0.0890866142361973,0.606743196301947
Q8TDQ0,J10_PNEUMOBACT,Bacterial pneumoniae,HAVCR2,Inverse variance weighted (multiplicative random effects),19,0.0415715921304587,0.0321177546025205,0.195544806055716,0.775530767291612
Q8TDQ1,J10_PNEUMOBACT,Bacterial pneumoniae,CD300LF,Inverse variance weighted (multiplicative random effects),45,0.00745350489295264,0.0134482637776604,0.579417701520488,0.95635796126723
Q8TDQ7,J10_PNEUMOBACT,Bacterial pneumoniae,GNPDA2,Inverse variance weighted (multiplicative random effects),17,-0.0107671888463228,0.026138057509524,0.680386838427416,0.97303717632421
Q8TDX7,J10_PNEUMOBACT,Bacterial pneumoniae,NEK7,Inverse variance weighted (multiplicative random effects),3,0.0120729985461818,0.19163286981868,0.949765973485932,0.994052641168189
Q8TDY8,J10_PNEUMOBACT,Bacterial pneumoniae,IGDCC4,Inverse variance weighted (multiplicative random effects),28,-0.0143353433091604,0.0264582647713818,0.587949639417106,0.956766472595704
Q8TE57,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTS16,Inverse variance weighted (multiplicative random effects),13,0.0572230434281241,0.0397207930511867,0.149688690015872,0.733301789789463
Q8TE58,J10_PNEUMOBACT,Bacterial pneumoniae,ADAMTS15,Inverse variance weighted (multiplicative random effects),11,-0.00746601974386873,0.0476170709873855,0.875408050509458,0.991408010221534
Q8TEA8,J10_PNEUMOBACT,Bacterial pneumoniae,DTD1,Inverse variance weighted (multiplicative random effects),9,-0.00361900889336962,0.0370842155167359,0.922258715528167,0.991408010221534
Q8TER0,J10_PNEUMOBACT,Bacterial pneumoniae,SNED1,Inverse variance weighted (multiplicative random effects),6,-0.0785568208733331,0.0972577989988546,0.419253258953255,0.914605207599282
Q8TEU8,J10_PNEUMOBACT,Bacterial pneumoniae,WFIKKN2,Inverse variance weighted (multiplicative random effects),34,-0.0404098976864181,0.0148868901824315,0.00663835159283226,0.174888953273069
Q8TF64,J10_PNEUMOBACT,Bacterial pneumoniae,GIPC3,Inverse variance weighted (multiplicative random effects),10,0.0303423507510922,0.0618446102227287,0.623693544305732,0.961320073455094
Q8TF65,J10_PNEUMOBACT,Bacterial pneumoniae,GIPC2,Inverse variance weighted (multiplicative random effects),14,0.0415703858377552,0.0380390092769303,0.274465961257549,0.833383285321361
Q8WTQ1,J10_PNEUMOBACT,Bacterial pneumoniae,DEFB104A,Inverse variance weighted (multiplicative random effects),11,0.0151891110218254,0.0391147194245892,0.697777664992726,0.97754846764246
Q8WTT0,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC4C,Inverse variance weighted (multiplicative random effects),50,-0.0150113451878194,0.0222923469472042,0.500702014112171,0.936479549622861
Q8WTU2,J10_PNEUMOBACT,Bacterial pneumoniae,SSC4D,Inverse variance weighted (multiplicative random effects),22,0.00977417717159397,0.0311147446284922,0.753419804757057,0.98235862958023
Q8WU39,J10_PNEUMOBACT,Bacterial pneumoniae,MZB1,Inverse variance weighted (multiplicative random effects),24,0.00615394580764908,0.0334858445392905,0.854187984156404,0.990818829610349
Q8WUF8,J10_PNEUMOBACT,Bacterial pneumoniae,FAM172A,Inverse variance weighted (multiplicative random effects),9,-0.0274775687435718,0.0763128181101985,0.718798585620024,0.97754846764246
Q8WUW1,J10_PNEUMOBACT,Bacterial pneumoniae,BRK1,Inverse variance weighted (multiplicative random effects),14,-0.0731714317983542,0.0471257837873636,0.120498741343729,0.673290628483465
Q8WUX2,J10_PNEUMOBACT,Bacterial pneumoniae,CHAC2,Inverse variance weighted (multiplicative random effects),6,0.00910495828907795,0.0851015085588185,0.914797398854801,0.991408010221534
Q8WV28,J10_PNEUMOBACT,Bacterial pneumoniae,BLNK,Inverse variance weighted (multiplicative random effects),5,0.056167212566493,0.0916947408056753,0.540176819427698,0.945736789077133
Q8WV92,J10_PNEUMOBACT,Bacterial pneumoniae,MITD1,Inverse variance weighted (multiplicative random effects),7,-0.00461740665384882,0.0663282754407606,0.944500532532402,0.993903793863151
Q8WVQ1,J10_PNEUMOBACT,Bacterial pneumoniae,CANT1,Inverse variance weighted (multiplicative random effects),15,-0.0316921409258251,0.0620695895726089,0.609637850259113,0.958868914444503
Q8WVV4,J10_PNEUMOBACT,Bacterial pneumoniae,POF1B,Inverse variance weighted (multiplicative random effects),3,0.022859456405861,0.0315407429692338,0.468599521549046,0.923618363691569
Q8WW22,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJA4,Inverse variance weighted (multiplicative random effects),5,-0.0625500244762827,0.0699816583600175,0.371425711039023,0.910312384700098
Q8WWF5,J10_PNEUMOBACT,Bacterial pneumoniae,ZNRF4,Inverse variance weighted (multiplicative random effects),8,0.00218246862929899,0.0391825090236721,0.95558074101633,0.995488950338321
Q8WWM7,J10_PNEUMOBACT,Bacterial pneumoniae,ATXN2L,Inverse variance weighted (multiplicative random effects),5,0.093775771679032,0.130030365689518,0.470796539638067,0.923618363691569
Q8WWN9,J10_PNEUMOBACT,Bacterial pneumoniae,IPCEF1,Inverse variance weighted (multiplicative random effects),3,0.104168656898797,0.0724189871303778,0.150315949400653,0.733301789789463
Q8WWQ8,J10_PNEUMOBACT,Bacterial pneumoniae,STAB2,Inverse variance weighted (multiplicative random effects),43,0.0011721516166342,0.0211980820042558,0.955903307487091,0.995488950338321
Q8WWV3,J10_PNEUMOBACT,Bacterial pneumoniae,RTN4IP1,Inverse variance weighted (multiplicative random effects),10,-0.0197172883701821,0.0523730205968646,0.706561591773643,0.97754846764246
Q8WWV6,J10_PNEUMOBACT,Bacterial pneumoniae,FCAMR,Inverse variance weighted (multiplicative random effects),37,-0.000965838466520111,0.0278388492924955,0.972323818993098,0.996771625970461
Q8WWY7,J10_PNEUMOBACT,Bacterial pneumoniae,WFDC12,Inverse variance weighted (multiplicative random effects),53,0.0114185527421651,0.019846094255454,0.56505112307483,0.954548194934809
Q8WX77,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBPL1,Inverse variance weighted (multiplicative random effects),24,-0.00850393717726941,0.0181201315004811,0.638848925763994,0.96625464623563
Q8WXC3,J10_PNEUMOBACT,Bacterial pneumoniae,PYDC1,Inverse variance weighted (multiplicative random effects),55,-0.00924538704573657,0.0209182733340137,0.658506148682303,0.972690915562804
Q8WXD2,J10_PNEUMOBACT,Bacterial pneumoniae,SCG3,Inverse variance weighted (multiplicative random effects),42,-0.00521263150511086,0.015750755248231,0.740686135323351,0.979810469735302
Q8WXI7,J10_PNEUMOBACT,Bacterial pneumoniae,MUC16,Inverse variance weighted (multiplicative random effects),10,-0.0111451951835526,0.0387445673073766,0.773608336490344,0.987360662705468
Q8WXI8,J10_PNEUMOBACT,Bacterial pneumoniae,CLEC4D,Inverse variance weighted (multiplicative random effects),15,0.0753005554656801,0.0494076101220126,0.127491735915529,0.690761603177656
Q8WXW3-4,J10_PNEUMOBACT,Bacterial pneumoniae,PIBF1,Inverse variance weighted (multiplicative random effects),8,0.0753207280935246,0.0480319920987249,0.116849240475905,0.669915464179219
Q8WXX5,J10_PNEUMOBACT,Bacterial pneumoniae,DNAJC9,Inverse variance weighted (multiplicative random effects),5,0.0217876376557742,0.137027371623009,0.873667231910972,0.991408010221534
Q8WYN0,J10_PNEUMOBACT,Bacterial pneumoniae,ATG4A,Inverse variance weighted (multiplicative random effects),4,0.187141093557452,0.0985940855353706,0.0576833646294625,0.529681684336101
Q8WYQ3,J10_PNEUMOBACT,Bacterial pneumoniae,CHCHD10,Inverse variance weighted (multiplicative random effects),5,-0.0307466448338148,0.0363637452463486,0.397814877768039,0.914605207599282
Q8WZ42,J10_PNEUMOBACT,Bacterial pneumoniae,TTN,Inverse variance weighted (multiplicative random effects),3,0.0699403213819495,0.243088539866097,0.77356458534114,0.987360662705468
Q8WZ75,J10_PNEUMOBACT,Bacterial pneumoniae,ROBO4,Inverse variance weighted (multiplicative random effects),7,-0.0281082885407372,0.019961660320897,0.159097387624542,0.747364081194628
