#ID,name,KEGG_annotation,KEGG_pathway_annotation
pos_917,3-{[(2E)-4-Amino-4-oxobut-2-enoyl]amino}-L-alanine,C20966,Metabolic pathways(ko01100)
pos_9174,Taxine B,C19989,--
pos_9179,"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA",C05467,Primary bile acid biosynthesis(ko00120);;Metabolic pathways(ko01100)
pos_9186,Tetralin,C14114,--
pos_9189,"1,8-Dimethylnaphthalene",C14703,--
pos_9191,"1-(3-Pyridinyl)-1,4-butanediol",C19582,Metabolism of xenobiotics by cytochrome P450(ko00980);;Chemical carcinogenesis - DNA adducts(ko05204)
pos_9201,Oblongolide,C09519,--
pos_9209,3-Ketosphingosine,C06121,--
pos_9218,"3-(2,4-Cyclopentadien-1-ylidene)-5alpha-androstan-17beta-ol",C14915,--
pos_9225,Rhizocticin C,C17960,Phosphonate and phosphinate metabolism(ko00440)
pos_924,3-Hydroxyanthranilate,C00632,Tryptophan metabolism(ko00380);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_9276,Tryprostatin A,C20607,Metabolic pathways(ko01100)
pos_9281,3-Dehydroecdysone,C02513,Insect hormone biosynthesis(ko00981)
pos_9289,"1,3,6,8-Naphthalenetetrol",C04033,--
pos_9291,Cochlearine,C10853,--
pos_9293,Onchidal,C20000,--
pos_93,Nicotinamide D-ribonucleotide,C00455,Nicotinate and nicotinamide metabolism(ko00760);;Metabolic pathways(ko01100)
pos_930,"(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate",C04670,--
pos_9303,"17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione",C05469,Steroid hormone biosynthesis(ko00140)
pos_9305,Lipid X,C04824,Metabolic pathways(ko01100)
pos_9311,Enalkiren,C07466,--
pos_9318,Buprenorphine,C08007,--
pos_9338,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",C16659,Drug metabolism - cytochrome P450(ko00982)
pos_934,"alpha,beta-Didehydrotryptophan",C06732,--
pos_9340,Adrenosterone,C05285,Steroid hormone biosynthesis(ko00140)
pos_9345,Trioxsalen,C09314,--
pos_9370,L-Aspartate 4-semialdehyde,C00441,"Glycine, serine and threonine metabolism(ko00260);;Monobactam biosynthesis(ko00261);;Cysteine and methionine metabolism(ko00270);;Lysine biosynthesis(ko00300);;Arginine and proline metabolism(ko00330);;Phenylalanine, tyrosine and tryptophan biosynthesis(ko00400);;Metabolic pathways(ko01100);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230)"
pos_9372,Palmitaldehyde,C00517,Fatty acid degradation(ko00071)
pos_9376,Decanoic acid,C01571,Fatty acid biosynthesis(ko00061);;Metabolic pathways(ko01100)
pos_940,2(1H)-Quinolinone,C06415,--
pos_9409,17-Hydroxylinolenic acid,C16346,alpha-Linolenic acid metabolism(ko00592)
pos_9411,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid",C04717,Linoleic acid metabolism(ko00591);;Metabolic pathways(ko01100)
pos_9418,gamma-Tocopherol,C02483,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_942,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C16595,Drug metabolism - cytochrome P450(ko00982)
pos_9428,Androsterone,C00523,Steroid hormone biosynthesis(ko00140);;Metabolic pathways(ko01100)
pos_943,Cycloserine,C08057,Metabolic pathways(ko01100)
pos_9430,Icosatrienoic acid,C16522,Biosynthesis of unsaturated fatty acids(ko01040)
pos_9447,2-Hydroxycyclohexan-1-one,C01147,--
pos_9480,Thapsigargin,C09561,--
pos_9484,Proclavaminic acid,C06658,Metabolic pathways(ko01100)
pos_949,trans-Cinnamic acid,C00423,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130);;Phenylalanine metabolism(ko00360);;Metabolic pathways(ko01100)
pos_9492,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",C04599,Parkinson disease(ko05012);;Pathways of neurodegeneration - multiple diseases(ko05022)
pos_9523,Vinblastine,C07201,Metabolic pathways(ko01100);;Bile secretion(ko04976)
pos_9529,20-HETE,C14748,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Vascular smooth muscle contraction(ko04270)
pos_955,Toluene,C01455,Metabolic pathways(ko01100)
pos_9562,Streptomycin,C00413,Metabolic pathways(ko01100)
pos_9571,Pentadecanal,C01948,--
pos_9574,Sphingosine,C00319,Sphingolipid metabolism(ko00600);;Metabolic pathways(ko01100);;Sphingolipid signaling pathway(ko04071);;Apoptosis(ko04210);;Necroptosis(ko04217)
pos_9578,6-Hydroxypseudooxynicotine,C01297,Nicotinate and nicotinamide metabolism(ko00760);;Metabolic pathways(ko01100)
pos_9592,2-Oxo-7-methylthioheptanoic acid,C17220,2-Oxocarboxylic acid metabolism(ko01210)
pos_9593,Bacilysin,C20942,Metabolic pathways(ko01100)
pos_9602,Leukotriene C4,C02166,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Neuroactive ligand-receptor interaction(ko04080);;Fc epsilon RI signaling pathway(ko04664);;Serotonergic synapse(ko04726);;Bile secretion(ko04976);;Asthma(ko05310)
pos_9611,"2'-Aminobiphenyl-2,3-diol",C08061,Metabolic pathways(ko01100)
pos_963,L-Leucine,C00123,"Valine, leucine and isoleucine degradation(ko00280);;Valine, leucine and isoleucine biosynthesis(ko00290);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;mTOR signaling pathway(ko04150);;Protein digestion and absorption(ko04974);;Mineral absorption(ko04978);;Shigellosis(ko05131);;Central carbon metabolism in cancer(ko05230)"
pos_9647,Strigolactone ABC-rings,C18036,--
pos_965,"2-Hydroxy-6-oxo-octa-2,4-dienoate",C07123,Metabolic pathways(ko01100)
pos_966,Pantothenic acid,C00864,beta-Alanine metabolism(ko00410);;Pantothenate and CoA biosynthesis(ko00770);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;Vitamin digestion and absorption(ko04977)
pos_967,L-Carnitine,C00318,Thermogenesis(ko04714);;Bile secretion(ko04976);;Diabetic cardiomyopathy(ko05415)
pos_9682,4-Coumaryl alcohol,C02646,Metabolic pathways(ko01100)
pos_9683,Nonadecanoic acid,C16535,--
pos_9684,Rhizocticin A,C17944,Phosphonate and phosphinate metabolism(ko00440)
pos_9690,Narbonolide,C11997,Metabolic pathways(ko01100)
pos_9691,15-Keto-prostaglandin F2alpha,C05960,Arachidonic acid metabolism(ko00590)
pos_9695,"2-trans,6-trans-Farnesal",C03461,Terpenoid backbone biosynthesis(ko00900);;Insect hormone biosynthesis(ko00981)
pos_9711,Styrene,C07083,Metabolic pathways(ko01100)
pos_9712,5-O-beta-D-Mycaminosyltylactone,C12001,Metabolic pathways(ko01100)
pos_9721,alpha-Methylstyrene,C14395,--
pos_973,4-Hydroxybutanoic acid,C00989,Butanoate metabolism(ko00650);;Metabolic pathways(ko01100);;Carbon metabolism(ko01200)
pos_9735,O-Succinyl-L-homoserine,C01118,Cysteine and methionine metabolism(ko00270);;Sulfur metabolism(ko00920);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_9740,N-Succinyl-2-L-amino-6-oxoheptanedioate,C04462,Lysine biosynthesis(ko00300);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_9757,"Fumiquinazoline F-indoline-2',3'-diol",C22146,Metabolic pathways(ko01100)
pos_9763,N-Acetylpuromycin,C07032,Metabolic pathways(ko01100)
pos_9797,1-Hexadecanol,C00823,Fatty acid degradation(ko00071)
pos_980,5-Hydroxyectoine,C16432,"Glycine, serine and threonine metabolism(ko00260);;Metabolic pathways(ko01100)"
pos_9800,Teasterone,C15791,Metabolic pathways(ko01100)
pos_982,1-Methyladenosine,C02494,--
pos_9833,Porphobilinogen,C00931,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_9838,5-Oxo-delta-bilirubin,C20666,Porphyrin metabolism(ko00860)
pos_9839,Avermectin B1a monosaccharide,C11981,Metabolic pathways(ko01100)
pos_9851,Choline,C00114,"Glycine, serine and threonine metabolism(ko00260);;Glycerophospholipid metabolism(ko00564);;Metabolic pathways(ko01100);;ABC transporters(ko02010);;Cholinergic synapse(ko04725);;Bile secretion(ko04976);;Choline metabolism in cancer(ko05231)"
pos_9856,N-Acetyl-D-glucosamine,C00140,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250);;ABC transporters(ko02010)
pos_986,geneticin,C17703,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_9881,Tylactone,C12000,Metabolic pathways(ko01100)
pos_9891,"12,13-DHOME",C14829,Linoleic acid metabolism(ko00591)
pos_9901,Erythromycin,C01912,Metabolic pathways(ko01100)
pos_9940,2'-N-Acetylparomamine,C17582,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_9954,Dimethyl suberate,C17803,--
pos_9956,"11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-5alpha-androstan-3-one",C15338,--
pos_9989,Hepoxilin A3,C04849,--
pos_9996,L-Cystathionine,C02291,"Glycine, serine and threonine metabolism(ko00260);;Cysteine and methionine metabolism(ko00270);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230);;Biosynthesis of cofactors(ko01240)"
pos_9999,Phytosphingosine,C12144,Sphingolipid metabolism(ko00600);;Metabolic pathways(ko01100)
